TIC ID;TOI;TESS Disposition;Source;Period (days);Stellar Radius (R_Sun);Stellar Mass (M_Sun);Date TOI Alerted (UTC);Date TOI Updated (UTC);Date Modified;Comments
35582553;649.01;PC;spoc;0.93584982597009;243.259;1.454;06/05/2019;01/03/2021;29/10/2021 00:00;
349373192;650.01;PC;qlp;0.76983;;1.8;21/03/2019;21/03/2019;29/10/2021 00:00;likely NEB on TIC 349411363 130
72090501;651.01;PC;qlp;10.697.877;;;06/05/2019;19/02/2021;29/10/2021 00:00;maybe odd-even
22221375;652.01;CP;spoc;398.467.677.274.667;103.399.002.552.032;1.09;07/05/2019;11/10/2021;29/10/2021 00:00;HD 86226 c
33153766;653.01;EB;qlp-s09-ffi;0.68831;3.13;1.08;07/05/2019;07/12/2021;21/12/2021 12:05;TFOP FP
35009898;654.01;PC;qlp-s46-tois;15.275.657;.43;.422643;07/05/2019;10/03/2022;11/03/2022 12:06;check neighbor TIC 35009899 (Tmag ~ 16.2)
35516889;655.01;KP;spoc;0.7888392476341;10.280.499.458.313;.97;07/05/2019;07/10/2021;29/10/2021 00:00;WASP-19 b
36734222;656.01;KP;spoc;0.813473629336666;.757649004459381;.65;07/05/2019;07/10/2021;29/10/2021 00:00;WASP-43 b
48103627;657.01;CP;spoc;456.966.980.334.873;128.305.995.464.325;1.11;07/05/2019;07/10/2021;29/10/2021 00:00;HATS-19 b
48476907;658.01;PC;spoc;471.928.364.125.051;160.132.002.830.505;1.31;07/05/2019;28/07/2021;29/10/2021 00:00;two stars of similar brightness in the same pixel - 48476908 (T mag= 9.486)
48476908;659.01;PC;spoc;471.927.725.464.601;142.396.998.405.457;1.2;07/05/2019;15/07/2021;29/10/2021 00:00;two stars of similar brightness in the same pixel
53189332;660.01;KP;qlp-s46-tois;92.896.818;1.42;1.24;07/05/2019;10/03/2022;25/03/2022 12:06;WASP-106 b
53735810;661.01;KP;spoc;408.605.693.465.708;147.740.995.883.942;1.56;07/05/2019;07/10/2021;29/10/2021 00:00;WASP-66 b
54085154;662.01;EB;qlp-s09-ffi;10.016;1.26;1.27;07/05/2019;07/12/2021;21/12/2021 12:05;TFOP FP
54962195;663.01;PC;spoc;259.890.522.847.326;.512360990047455;.510139;07/05/2019;14/07/2021;29/10/2021 00:00;potential multi
54962195;663.02;PC;spoc;46.955.673.072.555;.512360990047455;.510139;07/05/2019;08/07/2021;29/10/2021 00:00;low SNR
54962195;663.03;PC;spoc;710.274.666.146.155;.512360990047455;.510139;08/07/2021;08/07/2021;29/10/2021 00:00;candidate 3 in multi-planet system
55092869;664.01;KP;spoc;4.736.094;2.72;;07/05/2019;07/05/2019;29/10/2021 00:00;KELT 11b
73723286;665.01;PC;spoc;14.065.993;141.729;1.01;06/05/2019;30/09/2020;29/10/2021 00:00;period in qlp = 14.05864 was slightly off
82128636;666.01;PC;spoc;747.606.872.878.451;233.510.994.911.194;1.59;06/05/2019;08/09/2021;29/10/2021 00:00;v-shaped
101955023;667.01;KP;spoc;16.289.321.997.705;.226407006382942;.195794;07/05/2019;07/10/2021;29/10/2021 00:00;GJ 1132 b
102195674;668.01;EB;spoc;437.873.023.118.368;122.606.003.284.454;1.19;07/05/2019;20/05/2021;29/10/2021 00:00;TFOP APC/SB1
124573851;669.01;PC;spoc;394.513.473.023.721;.98919802904129;.996;06/05/2019;28/09/2021;29/10/2021 00:00;
147660201;670.01;EB;spoc-s09-b01;0.579398;.950534;.88;07/05/2019;07/12/2021;08/12/2021 00:00;TFOP FP
151681127;671.01;PC;qlp-s36-tois;101.970.275;1.82;2.13;06/05/2019;06/12/2021;07/12/2021 12:08;Likely large planet based on temperature
151825527;672.01;PC;spoc;36.335.735.388.124;.544067978858948;.539888;07/05/2019;15/07/2021;29/10/2021 00:00;
151959065;673.01;PC;spoc;10.541.282;12.818;1.4;06/05/2019;06/05/2019;29/10/2021 00:00;GAIA DR2 R = 1.7 Rsolar
158588995;674.01;CP;spoc;197.716.366.554.401;.421943992376328;.416017;07/05/2019;07/10/2021;29/10/2021 00:00;TOI-674 b
169226822;675.01;KP;qlp-s46-tois;41.780.629;1.35;1.05;06/05/2019;11/03/2022;25/03/2022 12:06;WASP-127 b
219187649;676.01;PC;spoc;2.150.451;100.073;.96;07/05/2019;07/05/2019;29/10/2021 00:00;
280206394;677.01;CP;spoc;112.366.049.305.862;128.843.998.908.997;1.18;06/05/2019;11/10/2021;29/10/2021 00:00;TOI-677 b / TOI-677.01
294395926;678.01;PC;spoc;113.298.682.579.611;1.057.000.041.008;.99;06/05/2019;10/11/2021;11/11/2021 00:00;crowded field
308050066;679.01;EB;qlp;111.755.572;1.91;1.402;06/05/2019;05/05/2021;29/10/2021 00:00;TFOP APC
335499997;680.01;PC;spoc;0.433569047470839;176.279.997.825.623;1.102;06/05/2019;14/10/2021;29/10/2021 00:00;v-shaped
410450228;681.01;PC;spoc-s01-s39-b0A-PC;157.784.931.341.825;168.980.002.403.259;1.65;06/05/2019;22/03/2022;25/03/2022 12:06;Likely EB
429304876;682.01;PC;spoc;683.923.385.873.535;108.432.996.273.041;.85;06/05/2019;07/10/2021;29/10/2021 00:00;validated by Giacalone et al 2020
437248515;683.01;KP;qlp;34.058.883;1.27;1.2;07/05/2019;10/11/2021;13/11/2021 12:04;WASP-31 b
462162948;684.01;PC;spoc-s01-s39-b0A-PC;198.507.158.415.109;235.947;;06/05/2019;22/03/2022;23/03/2022 12:06;no stellar radius
281731203;685.01;KP;qlp-s46-tois;116.334.541;1.73;.96;07/05/2019;11/03/2022;25/03/2022 12:06;K2-261 b
339857675;686.01;PC;spoc;351.377.669.195.457;159.007.000.923.157;1.37;30/04/2019;28/07/2021;29/10/2021 00:00;
74534430;687.01;PC;spoc;36.299.512.914.018;.617519021034241;.66;30/04/2019;14/07/2021;29/10/2021 00:00;correct period is ~36.3 days
339636032;688.01;PC;qlp;6.878.764;1.98;1.39;30/04/2019;22/12/2020;29/10/2021 00:00;low MES
445822015;689.01;PC;qlp;166.402;.78;.79;07/05/2019;07/05/2019;29/10/2021 00:00;
101497191;690.01;PC;qlp;364.376;;;07/05/2019;07/05/2019;29/10/2021 00:00;need SG1 to check 101497184
156991337;691.01;PC;spoc;690.558.618.719.962;107.906.997.203.827;1.06;02/05/2019;28/09/2021;29/10/2021 00:00;
320417762;692.01;V;qlp;103.604;2.74;2.45;17/05/2019;20/05/2020;29/10/2021 00:00;low S/N transit
458589703;693.01;PC;qlp;.0;.72;.74;02/05/2019;20/05/2020;29/10/2021 00:00;Column effect introduced during calibration
55383975;694.01;PC;spoc;4.805.216;.971483;.93;30/04/2019;30/04/2019;29/10/2021 00:00;likely gas giant
55559618;695.01;PC;qlp;213.764.999;.81;.96;30/04/2019;08/06/2021;29/10/2021 00:00;Was previously designated as EB/AFA
77156829;696.01;PC;spoc;0.860240578952471;.338189989328384;.320556;17/05/2019;15/07/2021;12/01/2022 12:02;L1 candidate
77156829;696.02;PC;spoc;369.426.040.883.462;.338189989328384;.320556;17/05/2019;28/07/2021;12/01/2022 12:02;potential multi
77156829;696.03;PC;spoc;496.520.685.527.644;.338189989328384;.320556;08/07/2021;08/07/2021;09/12/2021 00:00;low SNR
77253676;697.01;PC;spoc;860.786.030.434.519;.96814900636673;.97;17/05/2019;06/07/2021;29/10/2021 00:00;potential L1 planet
141527579;698.01;PC;spoc;150.867.026.780.869;.471841990947723;.469549;30/04/2019;09/11/2021;13/11/2021 12:04;epoch from qlp-s39-tois
149302744;699.01;PC;spoc-s01-s39-b0A-PC;148.010.830.536.429;141.864.001.750.946;1.16;30/04/2019;22/03/2022;25/03/2022 12:06;potential L1 planet
149302744;699.02;PC;spoc-s01-s39-b0A-PC;336.337.699.582.739;141.864.001.750.946;1.16;30/04/2019;22/03/2022;25/03/2022 12:06;potential L1 planet
149302744;699.03;PC;spoc-s01-s39-b0A-PC;672.636.623.636.504;141.864.001.750.946;1.16;19/07/2021;22/03/2022;25/03/2022 12:06;could be variability
150428135;700.01;CP;spoc;160.511.408.002.265;.419456988573074;.413261;30/04/2019;12/11/2021;13/11/2021 12:04;TOI-700 c / TOI-700.01 
150428135;700.02;CP;spoc;374.242.176.817.627;.419456988573074;.413261;30/04/2019;11/10/2021;29/10/2021 00:00;TOI-700 d / TOI-700.02
150428135;700.03;CP;spoc;997.726.448.313.123;.419456988573074;.413261;23/07/2019;12/11/2021;13/11/2021 12:04;TOI-700 b / TOI-700.03
150428135;700.04;PC;spoc;278.093.714.952.341;.419456988573074;.413261;19/11/2021;18/11/2021;25/11/2021 12:05;low SNR
219239945;701.01;PC;spoc;13.697.384;110.089;1.03;17/05/2019;17/05/2019;29/10/2021 00:00;transits in close proximity to some but not all momentum dumps
237914496;702.01;PC;spoc-s01-s39-b0A-PC;356.816.145.631.998;.577735006809235;.62;30/04/2019;22/03/2022;25/03/2022 12:06;
237928815;703.01;PC;spoc-s01-s39-b0A-PC;867.294.678.400.904;.91;;30/04/2019;21/03/2022;25/03/2022 12:06;potential L1 candidate in multi-planet system
237928815;703.02;PC;spoc-s01-s39-b0A-PC;225.683.342.411.698;.852304;;30/04/2019;22/03/2022;22/03/2022 00:00;actual period is 22.568 d
260004324;704.01;CP;spoc;381.429.732.345.918;.50406801700592;.502062;30/04/2019;07/10/2021;29/10/2021 00:00;LHS 1815 b
391904697;705.01;PC;spoc-s01-s39-b0A-PC;470.193.802.980.247;.877876996994019;.9;30/04/2019;21/03/2022;25/03/2022 12:06;potential L1 planet
219345200;706.01;PC;spoc;719.038.132.676.296;149.810.004.234.314;1.02;30/04/2019;15/07/2021;29/10/2021 00:00;Likely too large to be a planet at allowed insolations.
167342439;707.01;PC;spoc-s01-s39-b0A-PC;52.799.167.320.212;102.101.004.123.688;.94;30/04/2019;22/03/2022;25/03/2022 12:06;SPOC multisector detection.
391821647;708.01;PC;spoc;1.996.071;.975121;1.52;30/04/2019;30/04/2019;29/10/2021 00:00;large scatter in centroid from sector to sector
396720998;709.01;PC;spoc;323.766.006.435.432;.146999999880791;.5;30/04/2019;01/07/2021;29/10/2021 00:00;TFOP work in progress.
396720998;709.02;PC;spoc;777.051.674.199.127;.146999999880791;.5;08/07/2021;08/07/2021;29/10/2021 00:00;1.3 Re candidate around a white dwarf
309402106;710.01;EB;spoc-s01s13-b0A;21.624.584;159.688;1.71;20/05/2019;07/12/2021;21/12/2021 12:05;v-shaped
38510224;711.01;PC;spoc-s01-s39-b0A-PC;183.841.826.816.634;.68140697479248;.68;24/05/2019;22/03/2022;25/03/2022 12:06;possible multi
38510224;711.02;PC;spoc-s01-s39-b0A-PC;359.427.986.144.034;.68140697479248;.68;08/07/2021;22/03/2022;25/03/2022 12:06;low SNR
150151262;712.01;PC;qlp-s39-tois;95.313.851;.72;.71;20/05/2019;21/03/2022;25/03/2022 12:06;inner candidate in potential multi
150151262;712.02;PC;qlp-s39-tois;516.992.365;.72;.71;24/05/2019;22/03/2022;25/03/2022 12:06;second candidate in potential multi-planet system
150151262;712.03;IS;spoc;53.746.482;.842645;.71;24/05/2019;02/11/2021;03/11/2021 00:00;first transit is momentum dump
150151262;712.04;PC;qlp-s39-tois;848.403.392;.72;.71;08/07/2021;21/03/2022;25/03/2022 12:06;long period L1 candidate
167600516;713.01;PC;spoc-s01-s39-b0A-PC;359.995.670.780.793;.651075005531311;.67;24/05/2019;21/03/2022;25/03/2022 12:06;potential L1 planet
167600516;713.02;PC;spoc-s01-s39-b0A-PC;187.151.389.723.897;.651075005531311;.67;24/05/2019;21/03/2022;25/03/2022 12:06;potential multi
219195044;714.01;PC;qlp-s38-tois;43.239.398;.47;.470893;24/05/2019;22/03/2022;25/03/2022 12:06;potential multi planet system
219195044;714.02;PC;spoc-s01-s39-b0A-PC;1.017.752.525.533;.473141014575958;.470893;24/05/2019;21/03/2022;25/03/2022 12:06;possible multi
271971130;715.01;PC;spoc-s01-s39-b0A-PC;192.879.717.386.223;.229824006557465;.199363;24/05/2019;21/03/2022;25/03/2022 12:06;M dwarf host
119081096;716.01;PC;qlp;0.83707;.52;.501502;24/05/2019;24/05/2019;29/10/2021 00:00;potentially planet on a neighboring star
275248683;717.01;EB;qlp-s08-b03b;0.53079;;.377486;24/05/2019;07/12/2021;07/12/2021 00:00;SG1 to check faint neighbor in the south
150247134;718.01;V;qlp;128.650.769;.81;;24/05/2019;22/12/2020;29/10/2021 00:00;SG1 to check which host
184952758;719.01;PC;qlp;410.553;.97;1;24/05/2019;20/05/2020;29/10/2021 00:00;Potential Hot Jupiter on the target
131419878;720.01;EB;qlp-s08-b03b;316.043;1.52;1.41;24/05/2019;07/12/2021;07/12/2021 00:00;neighboring star could be source of signal
38571020;721.01;PC;spoc-s01-s39-b0A-PC;122.876.258.517.974;12.961.699.962.616;1.11;24/05/2019;22/03/2022;25/03/2022 12:06;needs SG1 to confirm transits are on target or on near neighbor
38509907;722.01;PC;spoc-s01-s39-b0A-PC;153.003.112.561.122;.660762;;24/05/2019;22/03/2022;23/03/2022 00:00;potential L1 planet
177077336;723.01;PC;qlp-s39-tois;1.417.866;.76;.8;08/05/2019;22/03/2022;25/03/2022 12:06;potential L1 planet
339961200;724.01;PC;qlp;32.126.472;.88;.92;24/04/2019;10/11/2021;13/11/2021 12:04;potentially V-shaped in short-cadence data
410245915;725.01;EB;qlp-s08-b03b;0.98877;.84;;24/05/2019;07/12/2021;07/12/2021 00:00;retired as NEB
174143743;726.01;PC;qlp;0.46132;1.21;1.39;24/05/2019;20/05/2020;29/10/2021 00:00;Could be EB
149788158;727.01;PC;qlp;47.244.442;.5;.495286;24/05/2019;11/06/2021;29/10/2021 00:00;SG1 to check if signal is real and if it is on the target or neighbor 149788157
96097215;728.01;PC;qlp;160.245;.98;1.029;24/05/2019;20/05/2020;29/10/2021 00:00;low SNR
11561667;730.01;PC;spoc;308.762.952.311.813;.693859994411469;.64;06/06/2019;15/07/2021;12/01/2022 12:02;
34068865;731.01;PC;spoc;0.321925795208702;.457751005887985;.454797;06/06/2019;10/11/2021;12/01/2022 12:02;L1 PC
36724087;732.01;CP;spoc;0.768390381110759;.374139010906219;.362023;06/06/2019;08/09/2021;29/10/2021 00:00;LTT 3780 b / TOI-732.01
36724087;732.02;CP;spoc;122.521.768.765.418;.374139010906219;.362023;06/06/2019;08/09/2021;12/01/2022 12:02;LTT 3780 c / TOI-732.02
106402532;733.01;PC;spoc;488.478.272.009.009;.937681019306183;1.01;06/06/2019;06/07/2021;29/10/2021 00:00;inconsistent centroid shift in different sectors
146846569;734.01;PC;spoc;475.352.145.507.472;.201279997825623;.170263;06/06/2019;01/07/2021;29/10/2021 00:00;A 6sigma secondary. V-shaped. Likely EB.
150271680;735.01;PC;spoc;2.593.694;128.725;.92;15/05/2019;15/05/2019;29/10/2021 00:00;
181804752;736.01;CP;spoc;498.990.315.377.754;.171430006623268;.14169;06/06/2019;02/12/2021;07/12/2021 12:08;LP 791-18 c / TOI 736.01
181804752;736.02;CP;spoc;0.947995058842727;.171430006623268;.14169;06/06/2019;02/12/2021;07/12/2021 12:08;LP 791-18 b
219189765;737.01;PC;spoc;173.185.107.984.604;.615218997001648;.600332;06/06/2019;13/07/2021;12/01/2022 12:02;two stars in pixel
260304800;738.01;PC;qlp;34.405.974;.94;.91;15/05/2019;09/11/2021;13/11/2021 12:04;TFOP work in progress
279425357;739.01;PC;spoc;901.502.833.617.072;115.840.005.874.634;;06/06/2019;09/11/2021;13/11/2021 12:04;V-shaped. Epoch is from qlp-s39-tois
310009611;740.01;PC;qlp;21.312.313;.97;1.1;15/05/2019;09/11/2021;13/11/2021 12:04;possible odd-even
359271092;741.01;PC;spoc-s01-s39-b0A-PC;757.687.074.985.214;.525276005268097;.522473;06/06/2019;21/03/2022;25/03/2022 12:06;Crowded field. Possibly off-target.
373424049;742.01;PC;spoc;0.963081;168.698;2.12;06/06/2019;06/06/2019;29/10/2021 00:00;A type star
434486077;743.01;PC;spoc;222.846.710.545.914;.824288010597229;.82;06/06/2019;06/06/2019;29/10/2021 00:00;SG1 should clear the neighbor.
437242640;744.01;KP;spoc-s01-s36-b0A-CPKP;431.768.498.479.018;11.090.099.811.554;1.014;15/05/2019;08/12/2021;21/12/2021 12:05;WASP-34 b
444842193;745.01;PC;qlp;10.791.105;.97;1.07;06/06/2019;09/11/2021;13/11/2021 12:04;check neighbors
167418903;746.01;PC;qlp-s39-tois;10.980.302;.96;.99;01/04/2019;22/03/2022;25/03/2022 12:06;
15445551;747.01;KP;spoc;168.278.959.366.997;156.802.999.973.297;1.31;05/06/2019;26/07/2021;29/10/2021 00:00;WASP-87 b
104024556;748.01;KP;spoc;202.189.783.936.984;194.225.001.335.144;1.57;11/06/2019;09/07/2021;29/10/2021 00:00;WASP-167 b
5868998;749.01;PC;spoc;0.63554;.442;.527;11/06/2019;11/06/2019;21/12/2021 00:00;Likely EB
14614418;750.01;KP;qlp;0.8378445;1.02;1.01;11/06/2019;10/11/2021;13/11/2021 12:04;HATS-18 b
14661418;751.01;KP;spoc;472.281.462.866.065;.793235003948212;.757;11/06/2019;02/12/2021;07/12/2021 12:08;HATS-22 b
61538902;752.01;KP;spoc;574.843.521.165.972;112.783.002.853.394;1.1;11/06/2019;09/07/2021;29/10/2021 00:00;WASP-129 b
61988212;753.01;PC;spoc;0.555255;106.168;1.02;11/06/2019;11/06/2019;29/10/2021 00:00;Likely EB
72985822;754.01;PC;spoc-s01-s39-b0A-PC;386.397.682.654.853;122.623.002.529.144;1.14;11/06/2019;21/03/2022;25/03/2022 12:06;v-shaped
73228647;755.01;PC;spoc;253.976.177.261.273;.986648976802826;1.03;11/06/2019;11/06/2019;29/10/2021 00:00;HD 110113 b
73649615;756.01;PC;spoc-s01-s39-b0A-PC;123.925.278.804.549;.50762802362442;.505544;05/06/2019;21/03/2022;25/03/2022 12:06;
130924120;757.01;PC;qlp;174.680.787;.76;.92;11/06/2019;29/06/2021;22/01/2022 00:00;L1 candidate
131081852;758.01;PC;spoc;13.273.822;126.126;;11/06/2019;11/06/2019;29/10/2021 00:00;Possible EB
152147232;759.01;PC;spoc;4.213.316;155.429;1.28;11/06/2019;11/06/2019;29/10/2021 00:00;
162362398;760.01;PC;spoc;12.352.053;179.136;1.94;11/06/2019;11/06/2019;29/10/2021 00:00;Likely EB
165317334;761.01;PC;spoc-s01-s39-b0A-PC;105.558.664.690.631;.684759974479675;.63;11/06/2019;21/03/2022;25/03/2022 12:06;possible odd-even
178709444;762.01;PC;spoc;347.168.080.203.191;.426784992218018;.421357;11/06/2019;09/11/2021;13/11/2021 12:04;epoch from qlp-s37-tois
178819686;763.01;PC;spoc;560.244.775.030.576;.906760990619659;.97;11/06/2019;11/06/2019;29/10/2021 00:00;TOI-763 b/ TOI-763.01
178819686;763.02;CP;spoc;122.685.441.355.607;.906760990619659;.97;11/06/2019;01/07/2021;29/10/2021 00:00;TOI-763 c / TOI-763.02
181159386;764.01;PC;spoc;5.631.942;154.173;1.43;11/06/2019;11/06/2019;29/10/2021 00:00;Possible EB
219401954;765.01;PC;spoc;0.861484;145.505;1.02;11/06/2019;11/06/2019;29/10/2021 00:00;Low SNR
219698950;766.01;KP;spoc;344.645.291.290.583;.913091003894806;1.18;11/06/2019;02/12/2021;07/12/2021 12:08;HATS-1 b
229047362;767.01;KP;spoc;3.764.873;.92;1.025;11/06/2019;11/06/2019;29/10/2021 00:00;WASP-25 b
229811538;768.01;PC;spoc;11.529.391;120.711;1.21;11/06/2019;11/06/2019;29/10/2021 00:00;Likely EB
248075138;769.01;KP;spoc;498.166.463.637.986;.786807000637054;.92;11/06/2019;01/07/2021;29/10/2021 00:00;WASP-42 b
248111245;770.01;KP;spoc;463.833.319.648.564;168.053.996.562.958;1.41;05/06/2019;01/07/2021;29/10/2021 00:00;HATS-27 b
277634430;771.01;PC;spoc-s01-s39-b0A-PC;232.600.773.508.212;.241857007145882;.2121;05/06/2019;21/03/2022;25/03/2022 12:06;Possible centroid offset
286864983;772.01;PC;qlp-s37-tois;110.162.412;.82;.858;24/07/2019;21/03/2022;25/03/2022 12:06;possible multi
286864983;772.02;PC;spoc-s01-s39-b0A-PC;.0;.81537401676178;.858;24/03/2022;24/03/2022;25/03/2022 12:06;single transit in a potential multi system at ~2313 TBJD
286865921;773.01;KP;spoc;497.128.106.126.823;109.346.997.737.885;.963;11/06/2019;01/07/2021;29/10/2021 00:00;WASP-83 b
294301883;774.01;KP;spoc;44.653.916.185.701;109.036.004.543.304;1.134;11/06/2019;01/07/2021;29/10/2021 00:00;WASP-55 b
304042899;775.01;PC;spoc;124.458.741.183.019;152.880.001.068.115;1.45;05/06/2019;05/06/2019;29/10/2021 00:00;likely EB
306996324;776.01;CP;spoc-s01-s39-b0A-PC;156.653.183.772.313;.53302401304245;.52973;11/06/2019;21/03/2022;25/03/2022 12:06;TOI-776 c / TOI 776.01
306996324;776.02;PC;spoc;8.243.393;.545;.52973;11/06/2019;11/06/2019;29/10/2021 00:00;Third transit is probably not real. The second transit could be the secondary of .01.
334305570;777.01;PC;spoc-s01-s39-b0A-PC;830.085.529.021.161;160.283.005.237.579;1.18;11/06/2019;21/03/2022;25/03/2022 12:06;
335630746;778.01;PC;qlp-s46-tois;46.336.155;1.68;1.428;11/06/2019;11/03/2022;25/03/2022 12:06;
374095457;779.01;PC;spoc;0.783912430746991;;;05/06/2019;09/11/2021;13/11/2021 12:04;No stellar parameters
398943781;780.01;KP;spoc;305.244.079.905.041;.880069017410278;.976;11/06/2019;01/07/2021;29/10/2021 00:00;WASP-41 b
413376180;781.01;KP;qlp;13.541.351;.93;.825;11/06/2019;09/11/2021;13/11/2021 12:04;HATS-2 b
429358906;782.01;PC;spoc;802.399.252.841.892;.40651598572731;.398817;11/06/2019;06/07/2021;29/10/2021 00:00;potential L1 planet
451645081;783.01;PC;spoc-s01-s39-b0A-PC;811.251.468.650.529;.668361008167267;.71;11/06/2019;21/03/2022;25/03/2022 12:06;potential L1 candidate
460984940;784.01;PC;spoc-s01-s39-b0A-PC;279.702.073.431.853;.896313011646271;.96;05/06/2019;22/03/2022;25/03/2022 12:06;Crowded field
374829238;785.01;PC;spoc-s01-s39-b0A-PC;186.263.880.271.512;.561300992965698;.555307;14/06/2019;21/03/2022;25/03/2022 12:06;bad transit shape
375059587;786.01;PC;spoc-s01-s39-b0A-PC;126.693.175.967.686;131.433.999.538.422;1.06;14/06/2019;22/03/2022;25/03/2022 12:06;possible multi
375059587;786.02;PC;spoc-s01-s39-b0A-PC;385.540.680.556.467;131.433.999.538.422;1.06;28/07/2021;22/03/2022;25/03/2022 12:06;potential multi
350584963;787.01;PC;spoc;212.632.580.102.103;131.555.998.325.348;1.44;24/05/2019;09/11/2021;13/11/2021 12:04;centroid variation
349829627;788.01;PC;spoc-s01-s39-b0A-PC;648.715.567.890.779;25.686.399.936.676;;14/06/2019;22/03/2022;25/03/2022 12:06;low S/N
300710077;789.01;PC;spoc-s01-s39-b0A-PC;544.699.066.193.413;.371140003204346;.358579;14/06/2019;22/03/2022;25/03/2022 12:06;potential multi
300710077;789.02;PC;spoc-s01-s39-b0A-PC;129.706.027.850.456;.371140003204346;.358579;28/07/2021;18/03/2022;25/03/2022 12:06;candidate in multi-planet system
300710077;789.03;PC;spoc-s01-s39-b0A-PC;804.336.687.372.668;.371140003204346;.358579;28/07/2021;22/03/2022;25/03/2022 12:06;small planet candidate in potential multi-planet system
308994098;790.01;PC;spoc-s01-s39-b0A-PC;199.576.867.558.498;146.080.005.168.915;1.52;14/06/2019;22/03/2022;25/03/2022 12:06;correct period is ~199.6 days from SPOC multisector
308994098;790.02;PC;spoc-s01-s39-b0A-PC;41.017.478.039.227;146.080.005.168.915;1.52;24/03/2022;24/03/2022;25/03/2022 12:06;possible multi near 5:1 resonance
306472057;791.01;PC;spoc-s01-s39-b0A-PC;139.303.600.595.831;142.962.002.754.211;1.43;14/06/2019;22/03/2022;23/03/2022 00:00;CTOI from Planet Hunters
294780517;792.01;PC;spoc;15.649.897;.835807;.86;14/06/2019;14/06/2019;29/10/2021 00:00;low MES
300013921;793.01;PC;spoc;163.987.428;.894886;.95;14/06/2019;14/06/2019;29/10/2021 00:00;TOI 793
299945285;794.01;PC;spoc-s01-s39-b0A-PC;523.966.595.279.289;159.083.998.203.278;1.22;14/06/2019;22/03/2022;25/03/2022 12:06;
278895705;795.01;PC;spoc;876.099.306.628.699;131.096.994.876.862;1.18;14/06/2019;05/11/2021;13/11/2021 12:04;centroid variation among sectors
277099925;796.01;V;spoc;0.808630838484359;1;;24/05/2019;28/07/2021;29/10/2021 00:00;blue supergiant host star would put this candidate inside star
271596225;797.01;PC;spoc-s01-s39-b0A-PC;180.080.628.066.534;.473702013492584;.471474;14/06/2019;22/03/2022;23/03/2022 00:00;potential L1 planet
271596225;797.02;PC;spoc;414.000.265.402.566;.473702013492584;.471474;14/06/2019;15/07/2021;29/10/2021 00:00;possible multi
271596225;797.03;PC;spoc-s01-s39-b0A-PC;273.095.512.788.024;.473702013492584;.471474;08/07/2021;22/03/2022;25/03/2022 12:06;near 3:2 resonance with TOI 797.01
260640693;798.01;PC;spoc-s01-s39-b0A-PC;952.394.529.175.667;;;14/06/2019;22/03/2022;25/03/2022 12:06;Gaia Teff + astrometry seem to indicate host is an M dwarf
255685030;799.01;PC;qlp;554.519.843.924.397;.915518999099731;1;14/06/2019;06/07/2021;29/10/2021 00:00;potential L1 planet
179308757;800.01;PC;spoc;0.965730347079937;1;;14/06/2019;28/01/2021;29/10/2021 00:00;blue supergiant host
177258735;801.01;PC;spoc;0.775702545823552;135.608.994.960.785;1.23;14/06/2019;09/11/2021;10/11/2021 12:05;Centroid variation from sector to sector. Epoch from qlp-s39-tois
167303382;802.01;PC;spoc;369.383.762.699.856;.749819993972778;.89;14/06/2019;09/11/2021;13/11/2021 12:04;Centroid variation among sectors. Gaia DR2 shows two stars within the TESS pixel. The 4'' DR2 companion is too faint to cause the signal. SPOC multisector detection. Epoch from qlp-s39-tois
