TIC ID;TOI;TESS Disposition;Source;Period (days);Stellar Radius (R_Sun);Stellar Mass (M_Sun);Date TOI Alerted (UTC);Date TOI Updated (UTC);Date Modified;Comments
169448771;2705.01;PC;qlp;18.010.652;1.85;1.03;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
457202957;2706.01;PC;qlp;18.851.834;1.25;1.04;03/06/2021;03/06/2021;29/10/2021 00:00;slightly V-shaped
455036659;2707.01;PC;qlp;4.007.232;1.75;1.19;03/06/2021;03/06/2021;29/10/2021 00:00;HAT-P-64
452810327;2708.01;PC;qlp;23.540.172;1.74;1.15;03/06/2021;03/06/2021;24/01/2022 12:02;found in faint-star QLP search
452810326;2709.01;PC;qlp;23.540.163;1.48;1.16;03/06/2021;03/06/2021;24/01/2022 00:00;found in faint-star QLP search
408231638;2710.01;PC;qlp;107.448.417;.63;.751;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
396896334;2711.01;PC;qlp;57.604.868;1.12;.97;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
362026280;2712.01;PC;qlp;3.078.479;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
332660287;2713.01;PC;qlp;12.434.016;.75;.82;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
332534326;2714.01;PC;qlp;24.993.895;1.21;1.02;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
311239796;2715.01;PC;qlp-s44-tois;49.640.641;1.95;1.25;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
284859630;2716.01;PC;qlp;75.420.435;1.07;1.09;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
269077474;2717.01;PC;qlp;13.164.901;1.78;1.26;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
248655096;2718.01;PC;qlp;27.625.084;.83;.75;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
176314383;2719.01;PC;qlp;33.759.446;1.69;1.02;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
169448297;2720.01;PC;qlp;21.473.577;2.12;1.05;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
167714124;2721.01;PC;qlp;4.162.733;.97;;03/06/2021;03/06/2021;15/12/2021 00:00;found in faint-star QLP search
153725446;2722.01;PC;qlp;0.708548;1.52;1.01;03/06/2021;03/06/2021;29/10/2021 00:00;V-shaped
152477897;2723.01;PC;qlp;33.843.865;1.52;1.06;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
119290630;2724.01;PC;qlp;14.875.055;.83;.87;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
100780304;2725.01;PC;qlp;0.1846924;.9;1.09;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
100589633;2726.01;PC;qlp;39.471.513;1.37;1.26;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
51830822;2727.01;PC;qlp;0.6711626;2.43;1;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
42763678;2728.01;PC;qlp;17.246.234;1.37;1.035;03/06/2021;03/06/2021;10/02/2022 00:00;found in faint-star QLP search
39724477;2729.01;PC;qlp;40.350.169;.75;.895;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
37240067;2730.01;PC;qlp;25.082.498;1.51;1.07;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
34729329;2731.01;PC;qlp;0.9953936;.84;1.014;03/06/2021;03/06/2021;27/01/2022 00:00;found in faint-star QLP search
34466256;2732.01;PC;qlp;0.7029205;1.6;1.42;03/06/2021;03/06/2021;29/10/2021 00:00;V-shaped
34266522;2733.01;PC;qlp;37.170.532;1.9;1.13;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
21505121;2734.01;PC;qlp;45.879.078;1.25;1.04;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
20069685;2735.01;PC;qlp;19.663.653;.74;.75;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
91869778;2736.01;PC;qlp-s46-tois;34.771.921;1.94;1.35;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
445946478;2737.01;PC;qlp-s45-tois;33.328.544;2.91;1.22;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
445145355;2738.01;PC;qlp;15.174.038;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
319473643;2739.01;PC;qlp;31.474.843;.7;.86;03/06/2021;03/06/2021;29/10/2021 00:00;V-shaped
301281965;2740.01;PC;qlp;0.5348968;.58;.942;03/06/2021;03/06/2021;29/10/2021 00:00;V-shapd
283303192;2741.01;PC;qlp;29.884.191;1.4;1.394;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
282102605;2742.01;PC;qlp;12.541.679;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
280212554;2743.01;PC;qlp;11.472.535;2.59;2.49;03/06/2021;03/06/2021;07/12/2021 12:05;found in faint-star QLP search
279989567;2744.01;PC;qlp;0.787177;;;03/06/2021;03/06/2021;29/11/2021 00:00;no radius
237770757;2745.01;PC;qlp;17.932.884;1.74;;03/06/2021;03/06/2021;09/11/2021 00:00;found in faint-star QLP search
237736186;2746.01;PC;qlp;49.208.778;1.65;2.46;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
237632488;2747.01;PC;qlp;0.5209929;2.01;1.15;03/06/2021;03/06/2021;19/11/2021 12:02;V-shaped
237552878;2748.01;PC;qlp;47.838.171;1.1;1.01;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
235448190;2749.01;PC;qlp;69.724.832;2.16;1.77;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
235300016;2750.01;PC;qlp;68.204.309;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
231157209;2751.01;PC;qlp;74.710.819;.81;.9;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
170367033;2752.01;PC;qlp;49.197.461;1.21;1.05;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
168191686;2753.01;PC;qlp;16.281.719;1.35;1.11;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
148233571;2754.01;PC;qlp;0.9422588;1.07;.98;03/06/2021;03/06/2021;28/01/2022 12:02;found in faint-star QLP search
148004811;2755.01;PC;qlp;33.187.528;1.21;1.02;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
147437399;2756.01;PC;qlp;15.622.382;3.08;;03/06/2021;03/06/2021;29/11/2021 00:00;V-shaped
147125706;2757.01;PC;qlp;34.813.976;1.4;1.42;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
147034452;2758.01;PC;qlp;45.302.876;.81;.749;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
134315574;2759.01;PC;qlp;15.971.584;2.06;1.12;03/06/2021;03/06/2021;29/10/2021 00:00;slightly V-shaped
130611752;2760.01;PC;qlp;0.4405893;1.48;1;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
96736412;2761.01;PC;qlp;61.214.801;1.24;1.26;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
79431527;2762.01;PC;qlp;39.072.351;1.13;1.23;03/06/2021;03/06/2021;26/02/2022 12:02;found in faint-star QLP search
78441371;2763.01;PC;qlp;39.980.153;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
53122063;2764.01;PC;qlp;2.276.734;1.78;1.33;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
52976395;2765.01;PC;qlp;10.191.022;1.53;1.49;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
284288093;2766.01;PC;qlp;72.748.135;1.4;;03/06/2021;10/11/2021;16/02/2022 00:00;found in faint-star QLP search
48806546;2767.01;PC;qlp;0.934057;5.19;;03/06/2021;03/06/2021;29/11/2021 00:00;found in faint-star QLP search
443556801;2768.01;PC;qlp;15.080.197;.66;.63;03/06/2021;03/06/2021;19/12/2021 00:00;found in faint-star QLP search
443534757;2769.01;PC;qlp;308.858;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
438057373;2770.01;PC;qlp-s45-tois;45.697.688;1.7;;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
437893926;2771.01;PC;qlp-s45-tois;38.454.384;2.02;1.44;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
435934762;2772.01;PC;qlp;28.504.334;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
420962989;2773.01;PC;qlp;0.5993364;2.81;1.2;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
388934707;2774.01;PC;qlp;44.430.866;1.54;;03/06/2021;03/06/2021;29/11/2021 00:00;V-shaped
36574157;2775.01;PC;qlp;37.804.749;.81;.859;03/06/2021;03/06/2021;13/11/2021 12:01;V-shaped
35636165;2776.01;PC;qlp;34.590.552;1.83;1.89;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
35483319;2777.01;PC;qlp;19.297.769;1.14;;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
332860211;2778.01;PC;qlp;44.445.101;1.14;1.23;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
319735319;2779.01;PC;qlp;29.038.027;1.51;1.364;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
317546777;2780.01;PC;qlp;49.062.135;1.92;1.6;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
317417916;2781.01;PC;qlp;27.636.665;.7;.662139;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
306903715;2782.01;PC;qlp;48.682.357;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
302976834;2783.01;PC;qlp-s45-tois;23.044.132;1.55;;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
302766000;2784.01;PC;qlp;0.2571432;1.09;1.037;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
300204369;2785.01;PC;qlp;115.054.399;;;03/06/2021;03/06/2021;29/10/2021 00:00;no radius
281987399;2786.01;PC;qlp;37.576.217;1.89;.99;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
270677031;2787.01;PC;qlp;43.217.742;2.5;;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
255756918;2788.01;PC;qlp;40.646.554;.93;1;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
251209368;2789.01;PC;qlp;30.071.496;1.45;1.07;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
247518629;2790.01;PC;qlp-s45-tois;23.341.583;1.93;1.5;03/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
237406657;2791.01;PC;qlp;37.482.756;2.02;1.3;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
237362186;2792.01;PC;qlp;71.185.659;1.9;1.09;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
235077268;2793.01;PC;qlp;0.3559702;1.08;.98;03/06/2021;03/06/2021;29/10/2021 00:00;V-shaped
232139628;2794.01;PC;qlp;47.654.865;1.85;1.17;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
232052748;2795.01;PC;qlp;36.337.247;.88;.92;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
220076110;2796.01;PC;qlp;4.808.498;1.38;.95;03/06/2021;04/06/2021;29/10/2021 00:00;V-shaped
206897186;2797.01;PC;qlp;42.380.604;1.13;1.04;03/06/2021;03/06/2021;06/03/2022 00:00;found in faint-star QLP search
160347548;2798.01;PC;qlp;3.994.474;1.61;1.08;03/06/2021;03/06/2021;22/11/2021 00:00;found in faint-star QLP search
156887426;2799.01;PC;qlp;14.367.914;1.07;1.06;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
147804034;2800.01;PC;qlp;77.538.288;1.17;;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
140287227;2801.01;PC;qlp;54.139.736;1.71;;03/06/2021;03/06/2021;29/10/2021 00:00;found in faint-star QLP search
139444326;2802.01;PC;qlp;35.266.608;1.58;1.05;03/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
124379043;2803.01;PC;qlp;1.962.292;1.16;1.28;03/06/2021;03/06/2021;03/12/2021 00:00;found in faint-star QLP search
44764338;2804.01;PC;qlp;48.033.954;1.51;1.08;03/06/2021;03/06/2021;29/10/2021 00:00;slight depth-aperture correlation
5024743;2805.01;PC;qlp;124.508.561;2.51;2.1;03/06/2021;03/06/2021;29/10/2021 00:00;slight V-shaped
193220940;2806.01;PC;qlp;114.045.112;1.47;1.25;03/06/2021;03/06/2021;29/10/2021 00:00;slight depth aperture correlation
11936042;2807.01;PC;qlp;39.919.239;1.14;1;03/06/2021;03/06/2021;29/10/2021 00:00;possible centroid offset
192988021;2808.01;PC;qlp;94.453.792;.66;.79;03/06/2021;03/06/2021;29/10/2021 00:00;potential L1 candidate
45655786;2809.01;PC;qlp;31.661.578;1.34;;03/06/2021;03/06/2021;14/01/2022 00:00;found in s36 and faint-star QLP search
80682484;2810.01;PC;qlp;84.035.402;1.05;1.07;03/06/2021;15/07/2021;29/11/2021 00:00;TFOP work in progress.
78775584;2811.01;PC;qlp;55.553.784;3.79;1.95;03/06/2021;03/06/2021;29/10/2021 00:00;evolved host star
105801221;2812.01;PC;qlp;30.750.728;1.52;1.5;03/06/2021;03/06/2021;29/10/2021 00:00;possible centroid offset to ESE
133427311;2813.01;PC;qlp;45.654.898;1.4;2.32;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
268187322;2814.01;PC;qlp;54.791.626;1.53;1.44;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
306663205;2815.01;PC;qlp;34.044.402;1.75;1.15;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
131581522;2816.01;PC;qlp;3.059.168;1.08;1;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
285526706;2817.01;PC;qlp;62.804.387;.98;1.07;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
151483286;2818.01;PC;qlp;40.397.189;1.14;1.36;04/06/2021;04/06/2021;12/12/2021 00:00;found in faint-star QLP search
387275908;2819.01;PC;qlp-s46-tois;43.905.548;1.97;1.17;04/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
130948731;2820.01;PC;qlp;13.344.434;.72;.95;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
281489322;2821.01;PC;qlp;0.2856701;2.04;.99;04/06/2021;04/06/2021;29/11/2021 00:00;V-shaped
130349701;2822.01;PC;qlp;28.798.613;1.69;1.14;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
271035369;2823.01;PC;qlp;47.962.078;;;04/06/2021;04/06/2021;28/01/2022 00:00;no radius
128135100;2824.01;PC;qlp;22.087.864;1.3;1.05;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
268496304;2825.01;PC;qlp;59.492.615;1.36;1.12;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
123462119;2826.01;PC;qlp;19.275.568;;;04/06/2021;04/06/2021;29/11/2021 00:00;no radius
440775339;2827.01;PC;qlp-s46-tois;53.393.042;1.49;1.103;04/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
268042363;2828.01;PC;qlp;46.141.256;1.33;1.5;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
114103134;2829.01;PC;qlp;11.469.027;1.99;1.44;04/06/2021;04/06/2021;29/10/2021 00:00;V-shaped
307456716;2830.01;PC;qlp;42.555.436;1.68;;04/06/2021;04/06/2021;02/12/2021 12:02;found in faint-star QLP search
259165246;2831.01;PC;qlp;26.926.692;2.11;2.47;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
107340585;2832.01;PC;qlp;26.889.686;1.25;1.42;04/06/2021;04/06/2021;22/01/2022 00:00;found in faint-star QLP search
238335094;2833.01;PC;qlp;43.897.272;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
156172268;2834.01;PC;qlp;46.391.531;1.15;1.156;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
98286422;2835.01;PC;qlp;29.646.096;.88;.91;04/06/2021;04/06/2021;08/12/2021 12:02;found in faint-star QLP search
144628120;2836.01;PC;qlp;32.379.325;1.19;1.322;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
238020894;2837.01;PC;qlp;0.860227;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
81231810;2838.01;PC;qlp;54.521.068;1.64;1.06;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
182470056;2839.01;PC;qlp;0.879268;1.7;1.22;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
178577607;2840.01;PC;qlp;1.532.427;1.11;1.09;04/06/2021;04/06/2021;02/12/2021 00:00;found in faint-star QLP search
79930628;2841.01;PC;qlp;21.663.502;1.92;2.39;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
178162579;2842.01;PC;qlp;35.514.016;1.26;1.114;04/06/2021;04/06/2021;08/12/2021 00:00;found in faint-star QLP search
79030066;2843.01;PC;qlp;18.882.882;1.27;1.3;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
387342052;2844.01;PC;qlp-s46-tois;35.524.144;1.82;1.54;04/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
177612321;2845.01;PC;qlp;3.145.502;2.29;1.28;04/06/2021;04/06/2021;28/02/2022 12:02;found in faint-star QLP search
66151343;2846.01;PC;qlp;26.792.695;1.34;1.43;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
175604949;2847.01;PC;qlp;2.648.845;.87;.92;04/06/2021;04/06/2021;15/12/2021 00:00;found in faint-star QLP search
285524410;2848.01;PC;qlp;30.249.623;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
61687533;2849.01;PC;qlp;29.510.628;1.39;1.27;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
453105377;2850.01;PC;qlp;66.329.154;.88;.72;04/06/2021;04/06/2021;29/10/2021 00:00;V-shaped
174206540;2851.01;PC;qlp;48.257.226;1.66;1.59;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
52869977;2852.01;PC;qlp;0.400777;2.07;1;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
173818213;2853.01;PC;qlp;32.923.881;1.24;1.24;04/06/2021;04/06/2021;29/10/2021 00:00;slightly V-shaped
50989813;2854.01;PC;qlp;0.9008643;2.46;2.35;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
437156845;2855.01;PC;qlp;34.906.402;1.18;1.13;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
172630205;2856.01;PC;qlp;0.599092;3.19;;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
419148828;2857.01;PC;qlp;0.3109299;1.51;1.95;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
47587394;2858.01;PC;qlp;24.181.961;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
157655504;2859.01;PC;qlp;39.589.903;1.73;1.36;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
419029830;2860.01;PC;qlp;41.849.602;;;04/06/2021;04/06/2021;29/10/2021 00:00;V-shaped
157572174;2861.01;PC;qlp;66.300.095;1.49;1.08;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
231937059;2862.01;PC;qlp;114.874.782;1.22;1.09;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
412257781;2863.01;PC;qlp;11.894.812;1.5;1.35;04/06/2021;04/06/2021;22/01/2022 12:02;found in faint-star QLP search
157011920;2864.01;PC;qlp;0.4777885;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
231337271;2865.01;PC;qlp;0.451685;1.1;1.26;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
409896170;2866.01;PC;qlp;15.728.416;.87;.908;04/06/2021;04/06/2021;10/12/2021 00:00;found in faint-star QLP search
156949982;2867.01;PC;qlp;56.392.638;1.65;1.07;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
147857396;2868.01;PC;qlp;93.803.217;1.27;1.05;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
409264172;2869.01;PC;qlp;17.198.076;;;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
14709225;2870.01;PC;qlp-s46-tois;57.655.904;2;;04/06/2021;11/03/2022;25/03/2022 12:06;found in faint-star QLP search
155807906;2871.01;PC;qlp;0.4057204;1.32;1.35;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
151930063;2872.01;PC;qlp;52.201.338;1.95;3.08;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
119448220;2873.01;PC;qlp;1.252.025;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
123106490;2874.01;PC;qlp;33.004.862;1.31;1.47;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
385658469;2875.01;PC;qlp;34.142.143;2.72;2.14;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
10827386;2876.01;PC;qlp;62.996.307;.92;.866;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
348477542;2877.01;PC;qlp;34.074.188;1.24;1.21;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
4999813;2878.01;PC;qlp;20.849.517;.94;1.174;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
146836153;2879.01;PC;qlp;23.249.635;1.1;;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
344140617;2880.01;PC;qlp;47.799.716;1.79;1.38;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
320541238;2881.01;PC;qlp;29.301.843;1.65;1.12;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
142405475;2882.01;PC;qlp;20.083.269;1.28;1.4;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
319932686;2883.01;PC;qlp;37.064.049;;;04/06/2021;04/06/2021;29/11/2021 00:00;V-shaped
318413374;2884.01;PC;qlp;2.935.886;1.77;1.07;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
140019355;2885.01;PC;qlp;63.350.651;2.28;2.45;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
318796593;2886.01;PC;qlp;16.020.002;1.22;1.164;04/06/2021;04/06/2021;10/12/2021 00:00;found in faint-star QLP search
134183038;2887.01;PC;qlp;49.179.585;1.15;1.61;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
80713983;2888.01;PC;qlp;42.188.055;;;04/06/2021;04/06/2021;29/10/2021 00:00;no radius
355796887;2889.01;PC;qlp;36.579.148;;;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
355655412;2890.01;PC;qlp;31.958.886;1.39;;04/06/2021;04/11/2021;29/11/2021 00:00;found in faint-star QLP search
342167886;2891.01;PC;qlp;173.076.615;1.81;1.42;04/06/2021;04/11/2021;23/03/2022 00:00;found in faint-star QLP search
340559155;2892.01;PC;qlp;149.502.738;.79;.85;04/06/2021;04/11/2021;13/11/2021 12:04;found in faint-star QLP search
340144218;2893.01;PC;qlp;103.629.429;.96;.96;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
315120585;2894.01;PC;qlp;74.190.257;1.02;1.11;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
315117300;2895.01;PC;qlp;87.858.955;1.63;1.44;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
310537530;2896.01;PC;qlp;13.475.728;3.36;;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
308987429;2897.01;PC;qlp;120.040.505;.98;1.04;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
308612785;2898.01;PC;qlp;36.128.161;1.71;1.61;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
307366709;2899.01;PC;qlp;40.874.138;1.83;1.07;04/06/2021;04/11/2021;13/11/2021 12:04;found in faint-star QLP search
298206077;2900.01;PC;qlp;1.317.173;;;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
295093397;2901.01;PC;qlp;46.086.828;1.72;1.97;04/06/2021;09/11/2021;10/02/2022 00:00;found in faint-star QLP search
290302097;2902.01;PC;qlp;29.918.201;.89;.91;04/06/2021;09/11/2021;10/11/2021 12:05;found in faint-star QLP search
268125229;2903.01;PC;qlp;35.947.639;.93;.99;04/06/2021;05/11/2021;13/11/2021 12:04;found in faint-star QLP search
267536225;2904.01;PC;qlp;75.010.022;1.31;1.01;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
260120451;2905.01;PC;qlp;118.790.678;;;04/06/2021;05/11/2021;13/11/2021 12:04;found in faint-star QLP search
192259856;2906.01;PC;qlp;37.062.792;1.09;1.34;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
192003741;2907.01;PC;qlp;3.168.632;;;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
191671884;2908.01;PC;qlp;54.631.023;1.06;1.46;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
191496430;2909.01;PC;qlp;30.688.259;1.64;;04/06/2021;04/06/2021;29/11/2021 00:00;found in faint-star QLP search
141574742;2910.01;PC;qlp;3.308.567;;;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
141141249;2911.01;PC;qlp;17.700.878;.77;;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
118406995;2912.01;PC;qlp;87.614.828;1.83;1.38;04/06/2021;09/11/2021;23/03/2022 00:00;found in faint-star QLP search
101588793;2913.01;PC;qlp;70.317.936;.78;.67;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
90127880;2914.01;PC;qlp;30.518.616;1.94;1.89;04/06/2021;04/06/2021;29/10/2021 00:00;found in faint-star QLP search
89617284;2915.01;PC;qlp;51.304.425;;;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
76663549;2916.01;PC;qlp;39.216.762;.96;1.42;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
75744886;2917.01;PC;qlp;79.018.734;;;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
74881311;2918.01;PC;qlp;95.680.636;.99;1.34;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
74274839;2919.01;PC;qlp;46.957.057;.89;.96;04/06/2021;09/11/2021;29/11/2021 00:00;found in faint-star QLP search
48210046;2920.01;PC;qlp;32.003.149;1.4;1.13;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
45896295;2921.01;PC;qlp;30.044.799;1.25;1.24;04/06/2021;09/11/2021;13/11/2021 12:04;found in faint-star QLP search
45492609;2922.01;PC;qlp;13.605.223;1.15;1.08;04/06/2021;04/11/2021;13/11/2021 12:04;found in faint-star QLP search
